 NUM  NOME CLASSE  TIPO COMB.  CUSTO   CUSTO   CUSTO   CUSTO   CUSTO   
 XXXX XXXXXXXXXXXX XXXXXXXXXX XXXX.XX XXXX.XX XXXX.XX XXXX.XX XXXX.XX
   36 MARANHAO IV  Gas         135.75  135.75  135.75  135.75  135.75                                                                                                                                                     
   21 MARANHAO V   Gas         135.75  135.75  135.75  135.75  135.75                                                                                                                                                     
  140 MAUA 3       Gas          66.00   66.00   66.00   66.00   66.00                                                                                                                                                     
  206 MAUA B3      Gas         411.92  411.92  411.92  411.92  411.92                                                                                                                                                     
  141 MAUA B4      Oleo        575.00  575.00  575.00  575.00  575.00                                                                                                                                                     
   46 N.VENECIA 2  Gas         208.48  208.48  208.48  208.48  208.48                                                                                                                                                     
  228 O. CANOAS 1  Gas         269.53  269.53  269.53  269.53  269.53                                                                                                                                                     
  116 PARNAIBA IV  Gas          91.37   91.37   91.37   91.37   91.37                                                                                                                                                     
  207 PONTA NEGRA  Gas           0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
  176 PORTO ITAQUI Carvao      210.89  210.89  210.89  210.89  210.89                                                                                                                                                     
   94 SANTANA LM   Diesel      898.56  898.56  898.56  898.56  898.56                                                                                                                                                     
  208 SANTANA W    Diesel      640.96  640.96  640.96  640.96  640.96                                                                                                                                                     
  136 SUZANO MA    Residuos I    0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
  209 TAMBAQUI     Gas           0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
 9999
 NUM     CUSTO
 XXXX   XXXX.XX  XX XXXX  XX XXXX
  211    128.88  10 2019  11 2019  BAIXADA FLU 
  220    406.05  10 2019  11 2019  CCBS_L13    
  214    404.02  10 2019  11 2019  EBOLT_L13   
   15    219.14  10 2019  01 2020  LINHARES    
   86    145.63  10 2019  01 2020  ST.CRUZ NOVA
  218    405.54  10 2019  11 2019  T LAGOAS_L13
  216    404.53  10 2019  11 2019  TERMORIO_L13
   49    701.45  10 2019  11 2019  VIANA       
  149     78.76  10 2019  11 2019  SAO SEPE    
   52    701.46  10 2019  11 2019  CAMPINA GDE 
   53    795.30  10 2019  11 2019  GLOBAL I    
   55    795.30  10 2019  11 2019  GLOBAL II   
   57    680.12  10 2019  11 2019  MARACANAU I 
  167    223.71  10 2019  11 2019  P. PECEM I  
  163    229.79  10 2019  11 2019  P. PECEM II 
   98    601.26  10 2019  11 2019  PERNAMBU_III
  170    711.97  10 2019  11 2019  SUAPE II    
  152    692.93  10 2019  11 2019  TERMOCABO   
   67    697.00  10 2019  11 2019  TERMONE     
   69    697.00  10 2019  11 2019  TERMOPB     
   73    701.43  10 2019  11 2019  GERAMAR I   
   70    701.43  10 2019  11 2019  GERAMAR II  
   36    135.16  10 2019  11 2019  MARANHAO IV 
   21    135.16  10 2019  11 2019  MARANHAO V  
  140     98.25  10 2019  10 2019  MAUA 3      
  140     70.89  10 2019  10 2019  MAUA 3      
  176    224.32  10 2019  11 2019  PORTO ITAQUI
