 NUM  NOME CLASSE  TIPO COMB.  CUSTO   CUSTO   CUSTO   CUSTO   CUSTO   
 XXXX XXXXXXXXXXXX XXXXXXXXXX XXXX.XX XXXX.XX XXXX.XX XXXX.XX XXXX.XX
  212 MARANHAO III Gas          80.44   80.44   80.44   80.44   80.44                                                                                                                                                     
   36 MARANHAO IV  Gas         132.63  132.63  132.63  132.63  132.63                                                                                                                                                     
   21 MARANHAO V   Gas         132.63  132.63  132.63  132.63  132.63                                                                                                                                                     
  140 MAUA 3       Gas          67.02   67.02   67.02   67.02   67.02                                                                                                                                                     
  206 MAUA B3      Gas         411.92  411.92  411.92  411.92  411.92                                                                                                                                                     
  141 MAUA B4      Oleo        575.00  575.00  575.00  575.00  575.00                                                                                                                                                     
   46 N.VENECIA 2  Gas         217.98  217.98  217.98  217.98  217.98                                                                                                                                                     
  228 O. CANOAS 1  Gas         271.79  271.79  271.79  271.79  271.79                                                                                                                                                     
  116 PARNAIBA IV  Gas          91.37   91.37   91.37   91.37   91.37                                                                                                                                                     
  207 PONTA NEGRA  Gas           0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
  176 PORTO ITAQUI Carvao      206.43  206.43  206.43  206.43  206.43                                                                                                                                                     
   94 SANTANA LM   Diesel      898.56  898.56  898.56  898.56  898.56                                                                                                                                                     
  208 SANTANA W    Diesel      640.96  640.96  640.96  640.96  640.96                                                                                                                                                     
  136 SUZANO MA    Residuos I    0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
  209 TAMBAQUI     Gas           0.00    0.00    0.00    0.00    0.00                                                                                                                                                     
 9999
 NUM     CUSTO
 XXXX   XXXX.XX  XX XXXX  XX XXXX
  211    135.55  07 2019  08 2019  BAIXADA FLU 
  220    433.90  07 2019  08 2019  CCBS_L13    
  214    431.06  07 2019  08 2019  EBOLT_L13   
   15    230.56  07 2019  10 2019  LINHARES    
   86    153.15  07 2019  10 2019  ST.CRUZ NOVA
  218    433.17  07 2019  08 2019  T LAGOAS_L13
  216    431.78  07 2019  08 2019  TERMORIO_L13
   49    728.45  07 2019  08 2019  VIANA       
  149    145.37  07 2019  08 2019  SAO SEPE    
   52    728.46  07 2019  08 2019  CAMPINA GDE 
  106     82.41  07 2019  08 2019  ERB CANDEIAS
   53    825.95  07 2019  08 2019  GLOBAL I    
   55    825.95  07 2019  08 2019  GLOBAL II   
   57    706.21  07 2019  08 2019  MARACANAU I 
  167    218.35  07 2019  08 2019  P. PECEM I  
  163    225.53  07 2019  08 2019  P. PECEM II 
   98    624.25  07 2019  08 2019  PERNAMBU_III
  170    739.14  07 2019  08 2019  SUAPE II    
  152    719.61  07 2019  08 2019  TERMOCABO   
   67    723.90  07 2019  08 2019  TERMONE     
   69    723.90  07 2019  08 2019  TERMOPB     
   73    728.43  07 2019  08 2019  GERAMAR I   
   70    728.43  07 2019  08 2019  GERAMAR II  
   36    142.13  07 2019  08 2019  MARANHAO IV 
   21    142.13  07 2019  08 2019  MARANHAO V  
  140     98.25  07 2019  08 2019  MAUA 3      
  140     77.35  07 2019  07 2019  MAUA 3      
  176    219.88  07 2019  08 2019  PORTO ITAQUI
