 NUM  POSTO         JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXX    XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX
   23 CORUMBA III     206.00    216.00    186.00    140.00     95.00     60.00     45.00     39.00     33.00     70.00    108.00    180.00
   24 EMBORCACAO      681.00    648.00    529.00    369.00    257.00    146.00    110.00     98.00     93.00    188.00    305.00    591.00
   25 NOVA PONTE      400.00    384.00    308.00    221.00    166.00    104.00     88.00     76.00     71.00    138.00    195.00    339.00
   28 CAPIM BRANC     485.00    471.00    378.00    275.00    207.00    112.00     94.00     81.00     77.00    174.00    240.00    411.00
   31 ITUMBIARA      2067.00   2046.00   1703.00   1218.00    862.00    558.00    428.00    367.00    347.00    644.00    984.00   1774.00
   32 CACH.DOURAD    2164.00   2148.00   1788.00   1282.00    909.00    601.00    462.00    395.00    370.00    678.00   1031.00   1856.00
   33 SAO SIMAO      3104.00   3097.00   2622.00   1914.00   1371.00   1170.00    928.00    787.00    730.00   1062.00   1533.00   2686.00
   34 I.SOLTEIRA     6784.00   6823.00   5576.00   4012.00   3018.00   2502.00   1989.00   1880.00   1865.00   2629.00   3401.00   5678.00
   37 BARRA BONIT     530.00    530.00    379.00    236.00    208.00    152.00    114.00    195.00    169.00    266.00    274.00    428.00
   38 A.S.LIMA        593.00    597.00    429.00    269.00    236.00    188.00    145.00    237.00    204.00    297.00    308.00    478.00
   39 IBITINGA        706.00    708.00    514.00    334.00    295.00    257.00    204.00    316.00    272.00    364.00    376.00    577.00
   40 PROMISSAO       852.00    859.00    631.00    406.00    359.00    322.00    261.00    379.00    355.00    442.00    452.00    696.00
   42 NAVANHANDAV     918.00    928.00    680.00    436.00    382.00    347.00    283.00    403.00    387.00    471.00    482.00    744.00
   43 T.IRMAOS        962.00    992.00    735.00    479.00    410.00    359.00    294.00    406.00    394.00    501.00    510.00    778.00
   44 I.SOLT. EQV    7746.00   7815.00   6311.00   4491.00   3429.00   2861.00   2283.00   2286.00   2259.00   3131.00   3912.00   6456.00
   45 JUPIA          8066.00   8154.00   6580.00   4709.00   3636.00   3400.00   2727.00   2607.00   2642.00   3385.00   4171.00   6763.00
   46 P.PRIMAVERA    8740.00   8981.00   7272.00   5331.00   4222.00   4206.00   3496.00   3363.00   3609.00   4003.00   4754.00   7373.00
   47 A.A.LAYDNER     224.00    221.00    206.00    210.00    182.00    145.00    114.00    151.00    137.00    147.00    171.00    201.00
   48 PIRAJU          228.00    225.00    211.00    215.00    187.00    149.00    116.00    154.00    141.00    150.00    175.00    206.00
   49 CHAVANTES       346.00    327.00    300.00    312.00    285.00    220.00    172.00    223.00    222.00    235.00    266.00    305.00
   50 L.N. GARCEZ     449.00    430.00    402.00    428.00    387.00    325.00    260.00    345.00    321.00    307.00    354.00    403.00
   51 CANOAS II       456.00    437.00    410.00    437.00    395.00    333.00    266.00    353.00    329.00    312.00    361.00    410.00
   52 CANOAS I        472.00    454.00    426.00    456.00    411.00    350.00    280.00    373.00    344.00    324.00    375.00    427.00
   54 STA BRANCA      129.00    132.00    128.00    106.00    100.00     78.00     49.00     38.00     49.00    110.00    122.00    123.00
   55 TIBAGI MONT     152.00    155.00    151.00    125.00    117.00     85.00     57.00     49.00     53.00    126.00    141.00    144.00
   57 MAUA            250.00    256.00    244.00    203.00    187.00    136.00     93.00     81.00     86.00    194.00    222.00    229.00
   58 SAO JERONIM     308.00    312.00    295.00    248.00    221.00    196.00    143.00    185.00    199.00    226.00    262.00    276.00
   61 CAPIVARA       1029.00    947.00    858.00    944.00    936.00    725.00    554.00    728.00    725.00    847.00    936.00    955.00
   62 TAQUARUCU      1078.00    994.00    904.00    996.00    986.00    784.00    606.00    786.00    780.00    895.00    990.00   1004.00
   63 ROSANA         1191.00   1101.00   1014.00   1121.00   1103.00    922.00    727.00    924.00    911.00   1006.00   1121.00   1125.00
   65 S GDE CHOPI     107.00    124.00    114.00     93.00    106.00     43.00     43.00     28.00    107.00    115.00     99.00    106.00
   66 ITAIPU        12723.00  12749.00  11101.00   9465.00   8391.00   7467.00   6019.00   6217.00   6596.00   7700.00   8723.00  10965.00
   70 JORDAO           17.00     17.00     13.00     22.00     32.00     10.00     10.00     10.00     10.00     28.00     20.00     17.00
   71 STA CLARA P      76.00     78.00     77.00     84.00     85.00     74.00     60.00     36.00     76.00     80.00     86.00     82.00
   72 FUNDAO           80.00     82.00     81.00     88.00     89.00     77.00     63.00     38.00     81.00     84.00     90.00     86.00
   73 JORDAO           94.00     96.00     96.00    105.00    107.00     88.00     76.00     48.00     99.00     98.00    106.00    102.00
   74 G.B.MUNHOZ      502.00    553.00    580.00    508.00    462.00    242.00    238.00    175.00    465.00    531.00    548.00    520.00
   75 SEGREDO         658.00    714.00    743.00    689.00    643.00    372.00    374.00    258.00    651.00    703.00    732.00    688.00
   76 SEGREDO         574.00    628.00    657.00    594.00    546.00    294.00    308.00    220.00    562.00    615.00    636.00    596.00
   77 SLT.SANTIAG     746.00    807.00    828.00    798.00    751.00    425.00    437.00    299.00    781.00    818.00    848.00    786.00
   78 SALTO OSORI     777.00    840.00    865.00    836.00    789.00    437.00    463.00    309.00    827.00    860.00    893.00    824.00
   80 SAO JOAO         44.00     48.00     48.00     56.00     59.00     27.00     28.00     18.00     69.00     57.00     57.00     50.00
   81 BAIXO IGUAC    1042.00   1124.00   1155.00   1165.00   1136.00    601.00    630.00    418.00   1217.00   1200.00   1249.00   1140.00
   83 CACHOEIRINH      47.00     52.00     51.00     60.00     62.00     29.00     30.00     19.00     74.00     61.00     61.00     53.00
   85 PAI QUERE        89.00    116.00    101.00    114.00    110.00    153.00    210.00    148.00    287.00    122.00    100.00     96.00
   88 SAO ROQUE       129.00    170.00    127.00    106.00    135.00     62.00    113.00    101.00    424.00    255.00    155.00    131.00
   89 GARIBALDI       272.00    367.00    309.00    219.00    230.00     85.00    160.00    136.00    521.00    324.00    238.00    241.00
   92 ITA             874.00   1200.00    990.00    804.00    892.00    562.00    882.00    661.00   1756.00   1168.00    830.00    855.00
   93 PASSO FUNDO      44.00     47.00     42.00     41.00     50.00     38.00     45.00     38.00    112.00     62.00     49.00     54.00
   94 FOZ CHAPECO    1058.00   1421.00   1192.00    985.00   1103.00    680.00   1053.00    814.00   2234.00   1421.00   1039.00   1076.00
   97 MONTE CLARO     206.00    285.00    228.00    201.00    218.00    286.00    518.00    362.00    550.00    295.00    189.00    212.00
   98 CASTRO ALVE     120.00    169.00    134.00    115.00    116.00    211.00    371.00    229.00    340.00    157.00    103.00    114.00
   99 ESPORA           61.00     63.00     53.00     44.00     39.00     59.00     54.00     52.00     55.00     47.00     51.00     64.00
  100 CUBATAO           4.00      4.00      4.00      3.00      3.00      4.00      4.00      3.00      4.00      5.00      4.00      5.00
  101 SALTO PILAO     144.00    187.00    153.00     87.00     85.00     39.00     34.00     45.00    181.00    127.00     96.00    113.00
  102 SAO JOSE        205.00    200.00    177.00    214.00    223.00    162.00    192.00    128.00    287.00    270.00    227.00    254.00
  103 PASSO SAO J     213.00    208.00    185.00    221.00    231.00    167.00    200.00    132.00    296.00    280.00    238.00    264.00
  104 TRAICAO          32.00     35.00     29.00     19.00     15.00     33.00     28.00     29.00     27.00     19.00     18.00     28.00
  109 PEDREIRA         18.00     20.00     16.00     11.00      8.00     15.00     13.00     13.00     12.00     11.00     11.00     16.00
  110 ERNESTINA        27.00     28.00     23.00     24.00     25.00     40.00     43.00     50.00     79.00     34.00     27.00     29.00
  111 PASSO REAL      173.00    172.00    153.00    160.00    176.00    202.00    244.00    194.00    375.00    231.00    185.00    205.00
  112 JACUI           176.00    174.00    154.00    161.00    177.00    204.00    248.00    196.00    379.00    232.00    186.00    208.00
  113 ITAUBA          217.00    217.00    193.00    205.00    226.00    275.00    333.00    249.00    489.00    295.00    240.00    259.00
  114 D.FRANCISCA     264.00    269.00    241.00    262.00    276.00    357.00    425.00    308.00    610.00    357.00    287.00    313.00
  115 G.P.SOUZA        32.00     37.00     35.00     20.00     15.00     18.00     15.00     14.00     10.00     15.00     17.00     24.00
  116 HENRY BORDE       5.00      5.00      4.00      2.00      2.00      3.00      3.00      3.00      3.00      3.00      2.00      5.00
  117 GUARAPIRANG      14.00     15.00     13.00      9.00      7.00     18.00     15.00     16.00     15.00      8.00      7.00     12.00
  118 BILLINGS         18.00     20.00     16.00     11.00      8.00     15.00     13.00     13.00     12.00     11.00     11.00     16.00
  119 BILLINGS         26.00     28.00     23.00     14.00     11.00     18.00     16.00     16.00     15.00     16.00     14.00     23.00
  120 JAGUARI          32.00     36.00     32.00     22.00     17.00     10.00      9.00     12.00      9.00     14.00     15.00     25.00
  121 PARAIBUNA        74.00     84.00     71.00     53.00     40.00     38.00     32.00     39.00     30.00     36.00     39.00     61.00
  122 SANTA BRANC      84.00     97.00     81.00     60.00     46.00     42.00     35.00     43.00     34.00     41.00     44.00     68.00
  123 FUNIL           264.00    300.00    268.00    183.00    125.00     94.00     76.00    103.00     78.00    106.00    124.00    206.00
  125 STA CECILIA     347.00    388.00    341.00    231.00    159.00    116.00     89.00    120.00     93.00    131.00    161.00    268.00
  126 SIMPLICIO       340.00    340.00    340.00    187.00    104.00     55.00     24.00     48.00     41.00     63.00    109.00    262.00
  127 ANTA_ARTF       484.00    529.00    438.00    277.00    194.00    145.00    114.00    138.00    131.00    153.00    199.00    352.00
  129 ANTA            673.00    720.00    624.00    438.00    307.00    234.00    182.00    219.00    195.00    244.00    313.00    535.00
  130 I. POMBOS       751.00    807.00    698.00    487.00    339.00    260.00    216.00    256.00    230.00    270.00    347.00    598.00
  131 NILO PECANH     144.00    144.00    144.00    144.00    105.00     78.00     60.00     77.00     60.00     85.00    106.00    144.00
  132 LAJES            24.00     26.00     22.00     17.00     11.00     15.00     11.00      6.00      6.00      8.00     11.00     20.00
  134 SALTO GRAND     206.00    178.00    147.00    107.00     75.00     47.00     40.00     38.00     37.00     61.00    106.00    195.00
  135 BARRA BRAUN     146.00    142.00    111.00     79.00     59.00     76.00     67.00     59.00     60.00     50.00     73.00    133.00
  141 BAGUARI         725.00    632.00    516.00    390.00    287.00    187.00    159.00    167.00    149.00    245.00    370.00    687.00
  144 MASCARENHAS    1298.00   1079.00    875.00    653.00    465.00    320.00    278.00    283.00    225.00    398.00    639.00   1242.00
  145 RONDON II       124.00    141.00    148.00    102.00     72.00     79.00     64.00     61.00     54.00     54.00     66.00     95.00
  148 AIMORES        1115.00    930.00    754.00    563.00    402.00    276.00    238.00    244.00    198.00    346.00    550.00   1065.00
  149 CANDONGA        188.00    172.00    141.00    106.00     80.00     50.00     41.00     51.00     47.00     71.00     97.00    174.00
  154 SAO DOMINGO     105.00    117.00    105.00     89.00     81.00    134.00    125.00    119.00    135.00     81.00     79.00    101.00
  155 RETIRO BAIX     228.00    209.00    165.00    105.00     71.00     36.00     32.00     35.00     39.00     54.00     86.00    189.00
  156 TRES MARIAS    1013.00   1011.00    777.00    497.00    292.00    120.00     80.00     72.00     77.00    207.00    392.00    838.00
  158 QUEIMADO         57.00     62.00     60.00     46.00     31.00     16.00     14.00     12.00     11.00     23.00     33.00     59.00
  160 ALTO TIETÊ        8.00      8.00      8.00      6.00      5.00      4.00      4.00      4.00      4.00      5.00      5.00      7.00
  161 E.SOUZA         124.00    140.00    114.00     72.00     55.00     52.00     44.00     56.00     64.00     64.00     66.00    100.00
  164 E.SOUZA          92.00    105.00     84.00     52.00     40.00     19.00     16.00     27.00     37.00     46.00     48.00     74.00
  168 SOBRADINHO     2198.00   2170.00   1519.00    832.00    540.00    418.00    348.00    352.00    329.00    364.00    546.00   1253.00
  169 SOBRADINHO     3145.00   3134.00   2114.00   1146.00    743.00    573.00    458.00    435.00    398.00    492.00    750.00   1730.00
  171 ITAPARICA F      73.00     90.00     99.00     59.00     21.00      0.00      0.00      0.00      0.00     10.00     15.00     43.00
  172 ITAPARICA      3169.00   3222.00   2253.00   1264.00    819.00    583.00    461.00    434.00    404.00    489.00    711.00   1688.00
  173 MOXOTO         3169.00   3222.00   2253.00   1264.00    819.00    583.00    461.00    434.00    404.00    489.00    711.00   1688.00
  175 P.AFONSO 12    3169.00   3222.00   2253.00   1264.00    819.00    583.00    461.00    434.00    404.00    489.00    711.00   1688.00
  176 COMP. MOXOT    3169.00   3222.00   2253.00   1264.00    819.00    583.00    461.00    434.00    404.00    489.00    711.00   1688.00
  178 XINGO          3167.00   3223.00   2253.00   1263.00    819.00    588.00    462.00    433.00    407.00    489.00    711.00   1688.00
  183 SA CARVALHO     115.00     94.00     79.00     55.00     40.00     30.00     25.00     27.00     25.00     36.00     57.00    108.00
  187 COUTO MAGAL      86.00     93.00     85.00     68.00     57.00     77.00     68.00     62.00     61.00     49.00     58.00     86.00
  188 ITAPEBI         553.00    385.00    222.00    105.00     68.00     57.00     40.00     33.00     27.00     75.00    191.00    455.00
  190 B. ESPERANC     443.00    468.00    347.00    209.00    145.00    245.00    218.00    195.00    195.00    127.00    163.00    275.00
  191 CANA BRAVA     1108.00   1345.00   1153.00    790.00    414.00    252.00    183.00    144.00    115.00    251.00    424.00    893.00
  196 ROSAL            44.00     35.00     31.00     25.00     17.00     20.00     16.00     18.00     12.00     14.00     25.00     44.00
  197 PICADA           44.00     47.00     40.00     28.00     21.00     15.00     12.00     15.00     14.00     17.00     23.00     38.00
  198 SOBRAGI          89.00     93.00     78.00     56.00     42.00     33.00     31.00     35.00     32.00     36.00     46.00     78.00
  199 ITAOCARA I      788.00    848.00    736.00    516.00    358.00    272.00    226.00    268.00    241.00    282.00    362.00    624.00
  201 TOCOS            17.00     19.00     16.00     12.00      8.00     11.00      8.00      4.00      4.00      6.00      8.00     14.00
  202 LAJES             7.00      7.00      6.00      5.00      3.00      4.00      3.00      2.00      2.00      2.00      3.00      6.00
  203 SANTANA          29.00     31.00     26.00     20.00     13.00     16.00     12.00      6.00      6.00      9.00     13.00     23.00
  204 CACH.CALDEI     440.00    980.00   1511.00   1802.00   1950.00   1825.00   1466.00    880.00    557.00    303.00    221.00    201.00
  205 CORUMBA IV      165.00    174.00    149.00    113.00     77.00     47.00     36.00     32.00     26.00     56.00     86.00    145.00
  206 MIRANDA         459.00    443.00    356.00    258.00    194.00    109.00     92.00     79.00     75.00    163.00    227.00    390.00
  207 CAPIM BRANC     467.00    452.00    362.00    263.00    197.00    110.00     92.00     80.00     76.00    166.00    231.00    397.00
  209 CORUMBA I       571.00    600.00    516.00    382.00    264.00    172.00    133.00    109.00     93.00    186.00    293.00    498.00
  211 FUNIL-GRAND     448.00    380.00    287.00    189.00    152.00     94.00     77.00     96.00     81.00    158.00    222.00    388.00
  215 BARRA GRAND     232.00    331.00    260.00    213.00    229.00    288.00    394.00    278.00    539.00    290.00    197.00    220.00
  216 CAMPOS NOVO     294.00    397.00    334.00    242.00    257.00     96.00    194.00    153.00    599.00    359.00    263.00    265.00
  217 MACHADINHO      642.00    887.00    725.00    569.00    620.00    450.00    736.00    553.00   1357.00    823.00    582.00    605.00
  220 MONJOLINHO       78.00     82.00     74.00     71.00     87.00     64.00     77.00     66.00    191.00    108.00     86.00     93.00
  222 SALTO CAXIA     964.00   1040.00   1068.00   1079.00   1051.00    556.00    583.00    387.00   1126.00   1110.00   1155.00   1054.00
  225 SLT APIACAS     266.00    360.00    356.00    253.00    123.00     75.00     40.00     25.00     20.00     22.00     51.00    163.00
  227 SINOP          1252.00   1433.00   1553.00   1412.00   1014.00    648.00    473.00    385.00    367.00    337.00    468.00    899.00
  228 COLIDER        1369.00   1566.00   1698.00   1543.00   1108.00    656.00    528.00    431.00    410.00    368.00    511.00    982.00
  229 TELES PIRES    3195.00   3823.00   4293.00   3933.00   2632.00   1436.00    888.00    684.00    550.00    623.00    987.00   2125.00
  230 SAO MANOEL     3224.00   3858.00   4331.00   3969.00   2656.00   1452.00    894.00    688.00    553.00    629.00    996.00   2146.00
  237 BARRA BONIT     574.00    578.00    419.00    262.00    228.00    187.00    144.00    227.00    200.00    291.00    298.00    465.00
  238 A.S.LIMA        637.00    645.00    469.00    295.00    256.00    223.00    175.00    269.00    235.00    322.00    332.00    515.00
  239 IBITINGA        750.00    756.00    554.00    360.00    315.00    292.00    234.00    348.00    303.00    389.00    400.00    614.00
  240 PROMISSAO       896.00    907.00    671.00    432.00    379.00    357.00    291.00    411.00    386.00    467.00    476.00    733.00
  241 SALTO DO RI     201.00    208.00    179.00    138.00    118.00    127.00    109.00    102.00    104.00    140.00    157.00    204.00
  242 NAVANHANDAV     962.00    976.00    720.00    462.00    402.00    382.00    313.00    435.00    418.00    496.00    506.00    781.00
  243 T.IRMAOS       1006.00   1040.00    775.00    505.00    430.00    394.00    324.00    438.00    425.00    526.00    534.00    815.00
  244 I.SOLT. EQV    7790.00   7863.00   6351.00   4517.00   3449.00   2896.00   2313.00   2318.00   2290.00   3156.00   3936.00   6493.00
  245 JUPIA          8110.00   8202.00   6620.00   4735.00   3656.00   3435.00   2757.00   2639.00   2673.00   3410.00   4195.00   6800.00
  246 P.PRIMAVERA    8784.00   9029.00   7312.00   5357.00   4242.00   4241.00   3526.00   3395.00   3640.00   4028.00   4778.00   7410.00
  247 CACU            219.00    234.00    204.00    150.00    116.00    112.00     90.00     75.00     77.00    117.00    145.00    210.00
  248 BARRA DOS C     228.00    244.00    212.00    156.00    120.00    117.00     94.00     79.00     80.00    122.00    150.00    218.00
  249 OURINHOS        350.00    331.00    303.00    316.00    288.00    224.00    175.00    227.00    226.00    238.00    270.00    308.00
  251 SERRA FACAO     242.00    232.00    199.00    143.00     99.00     61.00     43.00     42.00     39.00     67.00    110.00    217.00
  252 ITIQUIRA II      71.00     86.00     78.00     60.00     44.00     63.00     53.00     47.00     48.00     37.00     41.00     61.00
  253 SAO SALVADO    1218.00   1484.00   1283.00    893.00    465.00    274.00    198.00    157.00    124.00    270.00    459.00    983.00
  254 P.CAVALO        110.00    102.00     71.00     40.00     26.00     49.00     20.00      9.00      4.00     16.00     39.00    103.00
  255 IRAPE           239.00    173.00    144.00     87.00     46.00     14.00     11.00     11.00     11.00     47.00    132.00    269.00
  257 PEIXE ANGIC    2166.00   2614.00   2316.00   1587.00    778.00    438.00    311.00    251.00    181.00    444.00    786.00   1752.00
  258 MURTA           286.00    211.00    169.00    104.00     54.00     20.00     15.00     14.00     13.00     55.00    155.00    321.00
  259 ITIQUIRA I       71.00     86.00     78.00     60.00     44.00     63.00     53.00     47.00     48.00     37.00     41.00     61.00
  261 FOZ DO RIO      244.00    261.00    227.00    168.00    129.00    126.00    101.00     84.00     85.00    131.00    160.00    234.00
  262 GUILMAN-AMO     105.00     86.00     72.00     50.00     37.00     28.00     22.00     24.00     23.00     34.00     52.00     99.00
  263 P. ESTRELA      214.00    185.00    153.00    112.00     78.00     50.00     42.00     40.00     38.00     63.00    111.00    202.00
  265 TRAIRA           47.00     40.00     33.00     27.00     20.00     15.00     13.00     13.00      9.00     17.00     26.00     47.00
  266 ITAIPU        12767.00  12797.00  11141.00   9491.00   8411.00   7502.00   6049.00   6249.00   6627.00   7725.00   8747.00  11002.00
  267 BAU I           229.00    179.00    148.00    124.00    105.00     50.00     41.00     51.00     47.00     99.00    149.00    224.00
  269 BALBINA         321.00    573.00    747.00    979.00   1150.00    816.00    636.00    309.00    307.00    296.00    296.00    259.00
  270 SERRA MESA      993.00   1208.00   1033.00    706.00    368.00    230.00    168.00    132.00    107.00    222.00    376.00    802.00
  271 ESTREITO TO    4732.00   5886.00   6818.00   5578.00   2781.00   1359.00    984.00    866.00    706.00    966.00   1747.00   3278.00
  273 LAJEADO        3090.00   3806.00   3533.00   2544.00   1237.00    622.00    436.00    353.00    248.00    557.00   1034.00   2389.00
  274 S. QUEBRADA    4986.00   6539.00   6439.00   5361.00   3030.00   1566.00    939.00    697.00    526.00   1193.00   1819.00   3667.00
  275 TUCURUI       10408.00  14639.00  18701.00  18362.00  10588.00   4426.00   2464.00   1741.00   1370.00   1695.00   2923.00   5890.00
  276 SANTA ISABE    4556.00   7241.00   9801.00  10130.00   5995.00   2415.00   1287.00    881.00    712.00    623.00   1116.00   2314.00
  277 CURUA-UNA       138.00    221.00    361.00    428.00    397.00    248.00    167.00    124.00    119.00    102.00    104.00    114.00
  278 MANSO           214.00    259.00    224.00    145.00     80.00     66.00     56.00     53.00     60.00     67.00     88.00    159.00
  279 SAMUEL          505.00    772.00    836.00    694.00    426.00    155.00     56.00     98.00     54.00     58.00    119.00    260.00
  280 COARACY NUN     442.00    982.00   1515.00   1807.00   1956.00   1833.00   1471.00    884.00    559.00    304.00    221.00    201.00
  281 PONTE PEDRA      60.00     69.00     64.00     57.00     51.00     77.00     73.00     71.00     71.00     48.00     48.00     61.00
  282 OLHO DAGUA       70.00     79.00     74.00     60.00     49.00     72.00     66.00     64.00     67.00     44.00     48.00     66.00
  283 STA CLARA M     122.00     91.00     83.00     71.00     47.00     26.00     16.00      8.00      8.00     44.00     81.00    138.00
  284 14 DE JULHO     212.00    294.00    236.00    208.00    226.00    294.00    537.00    380.00    573.00    305.00    197.00    219.00
  285 JIRAU         24891.00  31603.00  34716.00  30993.00  23968.00  18713.00   9712.00   6296.00   4630.00   6090.00  10123.00  17181.00
  286 QUEBRA QUEI      72.00     92.00     82.00     66.00     76.00     41.00     38.00     34.00     83.00     89.00     69.00     73.00
  287 STO ANTONIO   25259.00  32062.00  35240.00  31473.00  24341.00  19305.00  10037.00   6429.00   4716.00   6180.00  10270.00  17431.00
  288 PIMENTAL       7776.00  14078.00  20398.00  22579.00  15854.00   5806.00   2385.00   1300.00    988.00    990.00   1708.00   3718.00
  289 ITUMIRIM         62.00     72.00     78.00     63.00     50.00     48.00     44.00     42.00     44.00     37.00     42.00     55.00
  290 STO ANT JAR     571.00   1055.00   1368.00   1752.00   2066.00   2591.00   1865.00   1132.00    732.00    375.00    278.00    304.00
  291 DARDANELOS      526.00    770.00    822.00    663.00    422.00    230.00    118.00     70.00     57.00     51.00     94.00    244.00
  292 BELO MONTE     6676.00  12478.00  13900.00  13900.00  11854.00   3806.00   1185.00    400.00    238.00    290.00    908.00   2818.00
  293 BELO MONTE     1692.00   3545.00   8425.00  12408.00   6396.00   2406.00   1367.00    991.00    819.00    681.00    840.00   1129.00
  294 SALTO           185.00    191.00    164.00    126.00    108.00    116.00    100.00     94.00     96.00    129.00    144.00    187.00
  295 JAURU            68.00     77.00     77.00     65.00     55.00     72.00     68.00     66.00     67.00     54.00     53.00     67.00
  296 GUAPORE          37.00     39.00     39.00     34.00     31.00     34.00     32.00     31.00     31.00     29.00     31.00     35.00
  297 FERREIRA GO     445.00    990.00   1528.00   1823.00   1973.00   1850.00   1484.00    892.00    565.00    306.00    223.00    204.00
  298 STA CECILIA     160.00    160.00    160.00    141.00    100.00     73.00     56.00     75.00     58.00     82.00    101.00    160.00
  299 I. POMBOS       562.00    616.00    512.00    326.00    226.00    171.00    148.00    175.00    166.00    179.00    233.00    415.00
  300 VIGARIO           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301 BILLINGS AN      21.00     23.00     19.00     12.00      9.00     15.00     13.00     13.00     12.00     13.00     12.00     18.00
  302 PIMENTAL AR    1100.00   1600.00   6498.00   8679.00   4000.00   2000.00   1200.00    900.00    750.00    700.00    800.00    900.00
  303 FONTES           45.00     45.00     43.00     22.00     11.00     15.00     11.00      6.00      6.00      8.00     11.00     42.00
  304 SANTANA           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306 P. PASSOS       189.00    189.00    187.00    166.00    116.00     93.00     71.00     83.00     66.00     93.00    117.00    186.00
  313 ITAGUACU        225.00    271.00    252.00    188.00    129.00    154.00    129.00    112.00    115.00    102.00    123.00    198.00
  314 ITAOCARA I      651.00    701.00    601.00    392.00    253.00    183.00    158.00    187.00    177.00    194.00    260.00    483.00
  315 SANTANA         172.00    172.00    170.00    149.00    105.00     78.00     60.00     77.00     60.00     85.00    106.00    169.00
  316 VIGARIO         172.00    172.00    170.00    149.00    105.00     78.00     60.00     77.00     60.00     85.00    106.00    169.00
  317 TOCOS             0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318 HENRY BORDE      49.00     53.00     44.00     28.00     22.00     38.00     33.00     35.00     34.00     28.00     26.00     42.00
  319 BILLINGS         41.00     45.00     38.00     25.00     19.00     35.00     30.00     32.00     31.00     24.00     23.00     35.00
  320 BILLINGS_PE      22.00     23.00     19.00     13.00      9.00     18.00     16.00     16.00     15.00     13.00     13.00     19.00
