 NUM  POSTO         JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXX    XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX  XXXXX.XX
   43 T.IRMAOS       1232.00   1181.00    930.00    620.00    488.00    474.00    385.00    367.00    443.00    573.00    678.00    907.00
   44 I.SOLT. EQV    9814.00   9223.00   7874.00   5725.00   4042.00   3288.00   2713.00   2511.00   2807.00   3597.00   5236.00   7517.00
   45 JUPIA         10220.00   9623.00   8209.00   6004.00   4286.00   3516.00   2926.00   2742.00   3066.00   3889.00   5583.00   7874.00
   46 P.PRIMAVERA   11071.00  10597.00   9070.00   6794.00   4975.00   4182.00   3471.00   3253.00   3659.00   4600.00   6364.00   8584.00
   47 A.A.LAYDNER     225.00    221.00    208.00    224.00    192.00    196.00    192.00    207.00    190.00    194.00    185.00    212.00
   48 PIRAJU          230.00    225.00    213.00    230.00    197.00    201.00    197.00    213.00    195.00    198.00    189.00    218.00
   49 CHAVANTES       348.00    327.00    302.00    334.00    301.00    307.00    302.00    322.00    307.00    312.00    288.00    322.00
   50 L.N. GARCEZ     452.00    430.00    405.00    458.00    408.00    415.00    404.00    436.00    406.00    407.00    383.00    426.00
   51 CANOAS II       459.00    437.00    413.00    468.00    416.00    424.00    412.00    446.00    413.00    414.00    391.00    434.00
   52 CANOAS I        475.00    454.00    429.00    487.00    433.00    441.00    428.00    464.00    429.00    430.00    406.00    451.00
   54 STA BRANCA      127.00    126.00    126.00    112.00    102.00    118.00    113.00    104.00     77.00    117.00    122.00    145.00
   55 TIBAGI MONT     149.00    149.00    148.00    132.00    120.00    137.00    130.00    120.00     89.00    134.00    141.00    169.00
   57 MAUA            247.00    246.00    240.00    214.00    192.00    218.00    199.00    182.00    136.00    206.00    223.00    270.00
   58 SAO JERONIM     303.00    300.00    289.00    262.00    226.00    249.00    224.00    207.00    158.00    240.00    263.00    325.00
   61 CAPIVARA       1036.00    947.00    864.00   1010.00    986.00   1060.00   1075.00   1129.00   1060.00   1123.00   1014.00   1010.00
   62 TAQUARUCU      1085.00    994.00    911.00   1065.00   1039.00   1117.00   1138.00   1197.00   1116.00   1187.00   1072.00   1061.00
   63 ROSANA         1199.00   1101.00   1022.00   1199.00   1163.00   1257.00   1280.00   1359.00   1252.00   1334.00   1214.00   1189.00
   65 S GDE CHOPI     157.00    109.00    106.00    104.00     97.00     85.00     67.00     50.00     58.00     92.00    105.00    125.00
   66 ITAIPU        14838.00  14212.00  12784.00  11040.00   9177.00   8567.00   7998.00   7740.00   7788.00   8428.00  10058.00  12299.00
   70 JORDAO           17.00     16.00     13.00     23.00     33.00     38.00     29.00     17.00     20.00     30.00     21.00     20.00
   71 STA CLARA P      75.00     75.00     76.00     89.00     87.00     99.00     82.00     70.00     57.00     85.00     86.00     97.00
   72 FUNDAO           79.00     78.00     80.00     93.00     91.00    104.00     86.00     74.00     60.00     89.00     90.00    101.00
   73 JORDAO           92.00     92.00     94.00    111.00    109.00    124.00    103.00     89.00     72.00    104.00    107.00    120.00
   74 G.B.MUNHOZ      494.00    530.00    568.00    537.00    472.00    544.00    503.00    486.00    377.00    563.00    549.00    613.00
   75 SEGREDO         647.00    685.00    728.00    727.00    657.00    757.00    677.00    638.00    496.00    747.00    735.00    813.00
   76 SEGREDO         565.00    603.00    644.00    626.00    558.00    643.00    584.00    559.00    434.00    653.00    638.00    703.00
   77 SLT.SANTIAG     734.00    774.00    812.00    843.00    768.00    892.00    788.00    735.00    572.00    869.00    850.00    927.00
   78 SALTO OSORI     765.00    806.00    848.00    883.00    807.00    936.00    825.00    769.00    595.00    913.00    896.00    972.00
   80 SAO JOAO         43.00     46.00     47.00     59.00     60.00     69.00     56.00     52.00     40.00     61.00     58.00     59.00
   81 BAIXO IGUAC    1026.00   1079.00   1132.00   1230.00   1161.00   1344.00   1149.00   1071.00    817.00   1274.00   1253.00   1344.00
   83 CACHOEIRINH      47.00     50.00     50.00     63.00     64.00     73.00     60.00     56.00     42.00     65.00     62.00     63.00
   85 PAI QUERE        88.00    111.00     99.00    121.00    112.00    120.00    140.00    166.00    126.00    129.00    100.00    113.00
   88 SAO ROQUE       121.00    159.00    112.00     94.00    131.00    148.00    184.00    193.00    255.00    312.00    244.00    149.00
   89 GARIBALDI       397.00    324.00    288.00    244.00    212.00    170.00    182.00    166.00    204.00    258.00    254.00    285.00
   92 ITA            1277.00   1061.00    924.00    897.00    822.00    674.00    715.00    655.00    777.00    932.00    884.00   1010.00
   93 PASSO FUNDO      65.00     42.00     39.00     46.00     46.00     42.00     43.00     34.00     38.00     50.00     53.00     63.00
   94 FOZ CHAPECO    1547.00   1256.00   1112.00   1099.00   1016.00    844.00    886.00    803.00    937.00   1133.00   1107.00   1271.00
   97 MONTE CLARO     301.00    252.00    212.00    224.00    201.00    192.00    224.00    202.00    232.00    235.00    201.00    251.00
   98 CASTRO ALVE     175.00    150.00    125.00    128.00    107.00    105.00    121.00    111.00    125.00    125.00    110.00    135.00
   99 ESPORA           78.00     74.00     66.00     55.00     46.00     40.00     37.00     38.00     45.00     54.00     68.00     74.00
  100 CUBATAO           5.00      5.00      5.00      4.00      3.00      3.00      3.00      2.00      4.00      5.00      6.00      5.00
  101 SALTO PILAO     210.00    166.00    143.00     97.00     78.00     57.00     64.00     63.00     79.00    102.00    102.00    134.00
  102 SAO JOSE        299.00    177.00    165.00    239.00    205.00    177.00    158.00    135.00    161.00    215.00    242.00    300.00
  103 PASSO SAO J     312.00    184.00    172.00    247.00    213.00    183.00    164.00    140.00    167.00    223.00    253.00    311.00
  104 TRAICAO          30.00     32.00     26.00     17.00     15.00     14.00     12.00     11.00     17.00     24.00     28.00     31.00
  109 PEDREIRA         17.00     18.00     14.00     10.00      8.00      7.00      6.00      5.00      9.00     13.00     17.00     18.00
  110 ERNESTINA        39.00     25.00     22.00     27.00     23.00     20.00     22.00     19.00     21.00     27.00     28.00     34.00
  111 PASSO REAL      253.00    152.00    143.00    178.00    162.00    143.00    147.00    132.00    153.00    184.00    197.00    243.00
  112 JACUI           257.00    154.00    144.00    180.00    164.00    145.00    148.00    133.00    154.00    185.00    198.00    245.00
  113 ITAUBA          317.00    192.00    180.00    229.00    208.00    184.00    190.00    167.00    196.00    235.00    256.00    306.00
  114 D.FRANCISCA     386.00    238.00    225.00    292.00    254.00    235.00    240.00    204.00    238.00    284.00    305.00    369.00
  115 G.P.SOUZA        46.00     33.00     32.00     23.00     14.00     10.00      9.00      7.00      9.00     12.00     18.00     29.00
  116 HENRY BORDE       5.00      5.00      3.00      2.00      2.00      2.00      1.00      2.00      2.00      4.00      4.00      5.00
  117 GUARAPIRANG      13.00     14.00     11.00      8.00      6.00      6.00      6.00      5.00      7.00     10.00     12.00     13.00
  118 BILLINGS         17.00     18.00     14.00     10.00      8.00      7.00      6.00      5.00      9.00     13.00     17.00     18.00
  119 BILLINGS         25.00     26.00     20.00     13.00     10.00      9.00      8.00      8.00     13.00     20.00     23.00     26.00
  120 JAGUARI          30.00     34.00     28.00     20.00     17.00     16.00     14.00     12.00     14.00     17.00     24.00     29.00
  121 PARAIBUNA        69.00     78.00     63.00     47.00     39.00     35.00     32.00     29.00     35.00     45.00     61.00     69.00
  122 SANTA BRANC      79.00     90.00     71.00     53.00     45.00     40.00     37.00     33.00     39.00     50.00     70.00     77.00
  123 FUNIL           248.00    280.00    236.00    162.00    122.00    108.00     96.00     82.00     95.00    129.00    195.00    233.00
  125 STA CECILIA     325.00    363.00    301.00    204.00    154.00    135.00    119.00    101.00    117.00    160.00    253.00    304.00
  126 SIMPLICIO       340.00    340.00    277.00    160.00     99.00     69.00     54.00     33.00     51.00     97.00    221.00    331.00
  127 ANTA_ARTF       444.00    483.00    367.00    250.00    189.00    159.00    144.00    123.00    141.00    187.00    311.00    421.00
  129 ANTA            631.00    672.00    550.00    387.00    298.00    254.00    227.00    194.00    222.00    298.00    492.00    607.00
  130 I. POMBOS       705.00    753.00    615.00    431.00    329.00    280.00    249.00    213.00    243.00    329.00    546.00    678.00
  131 NILO PECANH     144.00    144.00    144.00    126.00    101.00     89.00     78.00     67.00     76.00    104.00    144.00    144.00
  132 LAJES            23.00     24.00     20.00     15.00     11.00      8.00      7.00      5.00      7.00     10.00     18.00     23.00
  134 SALTO GRAND     193.00    166.00    130.00     94.00     73.00     61.00     55.00     47.00     51.00     74.00    167.00    221.00
  135 BARRA BRAUN     137.00    133.00     98.00     69.00     57.00     49.00     46.00     40.00     46.00     61.00    115.00    150.00
  141 BAGUARI         680.00    590.00    454.00    344.00    279.00    239.00    225.00    201.00    219.00    300.00    583.00    779.00
  144 MASCARENHAS    1217.00   1007.00    771.00    577.00    451.00    381.00    357.00    316.00    341.00    486.00   1006.00   1407.00
  145 RONDON II       133.00    139.00    147.00     99.00     70.00     55.00     47.00     47.00     52.00     66.00     81.00    112.00
  148 AIMORES        1045.00    868.00    664.00    497.00    390.00    330.00    309.00    275.00    297.00    423.00    866.00   1207.00
  149 CANDONGA        177.00    160.00    125.00     93.00     77.00     69.00     64.00     58.00     64.00     86.00    153.00    197.00
  154 SAO DOMINGO      99.00    109.00     93.00     79.00     79.00     74.00     75.00     72.00     83.00     99.00    124.00    115.00
  155 RETIRO BAIX     214.00    195.00    146.00     93.00     69.00     57.00     49.00     42.00     45.00     65.00    136.00    215.00
  156 TRES MARIAS     950.00    943.00    685.00    439.00    284.00    216.00    183.00    150.00    164.00    253.00    616.00    949.00
  158 QUEIMADO         53.00     58.00     53.00     40.00     30.00     25.00     23.00     20.00     21.00     28.00     53.00     67.00
  160 ALTO TIETÊ        7.00      8.00      7.00      5.00      4.00      4.00      3.00      3.00      5.00      6.00      7.00      8.00
  161 E.SOUZA         117.00    130.00    100.00     64.00     53.00     50.00     44.00     38.00     54.00     79.00    104.00    114.00
  164 E.SOUZA          86.00     98.00     74.00     46.00     38.00     37.00     32.00     27.00     38.00     56.00     76.00     83.00
  168 SOBRADINHO     2447.00   1677.00   1345.00    902.00    567.00    427.00    305.00    273.00    311.00    459.00    827.00   2071.00
  169 SOBRADINHO     3501.00   2421.00   1871.00   1243.00    781.00    589.00    411.00    359.00    410.00    619.00   1136.00   2859.00
  171 ITAPARICA F      81.00     70.00     88.00     64.00     22.00      7.00      4.00      5.00      9.00     12.00     23.00     71.00
  172 ITAPARICA      3527.00   2490.00   1994.00   1370.00    860.00    619.00    424.00    374.00    426.00    616.00   1078.00   2790.00
  173 MOXOTO         3527.00   2490.00   1994.00   1370.00    860.00    619.00    424.00    374.00    426.00    616.00   1078.00   2790.00
  175 P.AFONSO 12    3527.00   2490.00   1994.00   1370.00    860.00    619.00    424.00    374.00    426.00    616.00   1078.00   2790.00
  176 COMP. MOXOT    3527.00   2490.00   1994.00   1370.00    860.00    619.00    424.00    374.00    426.00    616.00   1078.00   2790.00
  178 XINGO          3526.00   2490.00   1994.00   1370.00    861.00    619.00    424.00    374.00    426.00    616.00   1077.00   2789.00
  183 SA CARVALHO     108.00     88.00     69.00     49.00     39.00     34.00     31.00     28.00     31.00     45.00     90.00    123.00
  187 COUTO MAGAL      80.00     87.00     75.00     60.00     56.00     50.00     47.00     43.00     47.00     59.00     91.00     97.00
  188 ITAPEBI         616.00    297.00    197.00    113.00     71.00     63.00     44.00     38.00     44.00     94.00    289.00    752.00
  190 B. ESPERANC     493.00    361.00    307.00    226.00    153.00    117.00     85.00     78.00     97.00    160.00    246.00    454.00
  191 CANA BRAVA     1040.00   1256.00   1016.00    698.00    402.00    281.00    225.00    176.00    185.00    307.00    667.00   1012.00
  196 ROSAL            41.00     32.00     28.00     22.00     17.00     13.00     12.00     10.00     11.00     17.00     39.00     50.00
  197 PICADA           42.00     44.00     35.00     25.00     20.00     18.00     16.00     15.00     16.00     21.00     36.00     43.00
  198 SOBRAGI          84.00     87.00     69.00     49.00     41.00     36.00     33.00     29.00     34.00     44.00     73.00     89.00
  199 ITAOCARA I      739.00    791.00    648.00    455.00    347.00    295.00    263.00    225.00    255.00    345.00    570.00    707.00
  201 TOCOS            16.00     18.00     14.00     11.00      8.00      6.00      5.00      4.00      5.00      7.00     13.00     16.00
  202 LAJES             7.00      6.00      6.00      4.00      3.00      2.00      2.00      1.00      2.00      3.00      5.00      7.00
  203 SANTANA          27.00     29.00     23.00     18.00     13.00     10.00      8.00      8.00      8.00     11.00     21.00     26.00
  204 CACH.CALDEI     448.00   1009.00   1540.00   1836.00   1911.00   1601.00   1167.00    782.00    437.00    244.00    182.00    208.00
  205 CORUMBA IV      209.00    205.00    185.00    143.00     91.00     64.00     51.00     44.00     44.00     64.00    115.00    168.00
  206 MIRANDA         580.00    522.00    443.00    328.00    228.00    173.00    145.00    131.00    139.00    188.00    304.00    454.00
  207 CAPIM BRANC     591.00    533.00    451.00    335.00    232.00    176.00    148.00    134.00    143.00    191.00    310.00    462.00
  209 CORUMBA I       722.00    708.00    643.00    486.00    310.00    223.00    177.00    153.00    153.00    214.00    392.00    579.00
  211 FUNIL-GRAND     567.00    448.00    357.00    241.00    179.00    145.00    124.00    116.00    137.00    181.00    297.00    451.00
  215 BARRA GRAND     340.00    292.00    242.00    238.00    211.00    173.00    196.00    183.00    215.00    231.00    209.00    260.00
  216 CAMPOS NOVO     430.00    351.00    312.00    269.00    236.00    189.00    203.00    185.00    227.00    286.00    281.00    313.00
  217 MACHADINHO      938.00    785.00    676.00    635.00    571.00    462.00    504.00    462.00    551.00    656.00    620.00    715.00
  220 MONJOLINHO      114.00     72.00     69.00     80.00     81.00     72.00     73.00     57.00     65.00     86.00     92.00    110.00
  222 SALTO CAXIA     948.00    998.00   1047.00   1139.00   1075.00   1243.00   1063.00    992.00    756.00   1178.00   1159.00   1243.00
  225 SLT APIACAS     250.00    336.00    314.00    223.00    120.00     48.00     27.00     17.00     15.00     27.00     80.00    185.00
  227 SINOP          1347.00   1644.00   1776.00   1533.00   1014.00    690.00    545.00    473.00    440.00    451.00    580.00    905.00
  228 COLIDER        1472.00   1796.00   1941.00   1676.00   1108.00    754.00    595.00    517.00    481.00    493.00    634.00    989.00
  229 TELES PIRES    3436.00   4383.00   4908.00   4273.00   2633.00   1546.00   1087.00    858.00    755.00    835.00   1223.00   2139.00
  230 SAO MANOEL     3467.00   4423.00   4952.00   4312.00   2657.00   1559.00   1097.00    865.00    762.00    843.00   1234.00   2160.00
  237 BARRA BONIT     726.00    681.00    522.00    333.00    268.00    260.00    207.00    192.00    246.00    334.00    399.00    541.00
  238 A.S.LIMA        806.00    760.00    584.00    376.00    302.00    294.00    233.00    217.00    276.00    370.00    445.00    600.00
  239 IBITINGA        949.00    892.00    690.00    458.00    370.00    357.00    289.00    272.00    340.00    447.00    535.00    715.00
  240 PROMISSAO      1134.00   1069.00    836.00    550.00    446.00    429.00    351.00    333.00    414.00    537.00    638.00    853.00
  241 SALTO DO RI     254.00    245.00    223.00    175.00    139.00    116.00    105.00    107.00    127.00    161.00    210.00    237.00
  242 NAVANHANDAV    1217.00   1150.00    896.00    588.00    473.00    456.00    372.00    352.00    437.00    570.00    679.00    909.00
  243 T.IRMAOS       1273.00   1225.00    965.00    643.00    506.00    491.00    401.00    381.00    465.00    604.00    716.00    949.00
  244 I.SOLT. EQV    9855.00   9267.00   7909.00   5748.00   4060.00   3305.00   2729.00   2525.00   2829.00   3628.00   5274.00   7559.00
  245 JUPIA         10261.00   9667.00   8244.00   6027.00   4304.00   3533.00   2942.00   2756.00   3088.00   3920.00   5621.00   7916.00
  246 P.PRIMAVERA   11112.00  10641.00   9105.00   6817.00   4993.00   4199.00   3487.00   3267.00   3681.00   4631.00   6402.00   8626.00
  247 CACU            277.00    276.00    254.00    191.00    136.00    103.00     87.00     84.00     98.00    135.00    194.00    245.00
  248 BARRA DOS C     288.00    287.00    265.00    199.00    142.00    108.00     90.00     87.00    103.00    140.00    201.00    254.00
  249 OURINHOS        352.00    331.00    306.00    338.00    304.00    311.00    307.00    326.00    310.00    316.00    292.00    326.00
  251 SERRA FACAO     307.00    273.00    247.00    182.00    116.00     85.00     68.00     58.00     58.00     77.00    147.00    252.00
  252 ITIQUIRA II      67.00     80.00     69.00     53.00     43.00     37.00     35.00     32.00     37.00     45.00     64.00     70.00
  253 SAO SALVADO    1142.00   1385.00   1131.00    789.00    451.00    308.00    246.00    193.00    203.00    329.00    723.00   1113.00
  254 P.CAVALO        122.00     79.00     63.00     44.00     28.00     21.00     17.00     14.00     12.00     20.00     59.00    171.00
  255 IRAPE           225.00    162.00    127.00     77.00     44.00     34.00     29.00     25.00     26.00     58.00    208.00    305.00
  257 PEIXE ANGIC    2032.00   2439.00   2041.00   1402.00    756.00    500.00    405.00    325.00    346.00    542.00   1237.00   1985.00
  258 MURTA           268.00    197.00    149.00     91.00     53.00     39.00     35.00     29.00     32.00     67.00    243.00    364.00
  259 ITIQUIRA I       67.00     80.00     69.00     53.00     43.00     37.00     35.00     32.00     37.00     45.00     64.00     70.00
  261 FOZ DO RIO      309.00    308.00    283.00    214.00    152.00    116.00     98.00     94.00    110.00    151.00    215.00    272.00
  262 GUILMAN-AMO      99.00     80.00     63.00     45.00     36.00     31.00     29.00     25.00     29.00     41.00     82.00    112.00
  263 P. ESTRELA      201.00    173.00    135.00     99.00     76.00     63.00     57.00     49.00     54.00     77.00    175.00    229.00
  265 TRAIRA           44.00     37.00     29.00     24.00     20.00     17.00     16.00     14.00     15.00     21.00     41.00     53.00
  266 ITAIPU        14879.00  14256.00  12819.00  11063.00   9195.00   8584.00   8014.00   7754.00   7810.00   8459.00  10096.00  12341.00
  267 BAU I           267.00    199.00    171.00    144.00    115.00    100.00     99.00    102.00    102.00    108.00    172.00    251.00
  269 BALBINA         327.00    590.00    761.00    998.00   1127.00   1058.00    667.00    419.00    301.00    239.00    244.00    267.00
  270 SERRA MESA      931.00   1127.00    910.00    624.00    357.00    249.00    199.00    154.00    163.00    271.00    591.00    908.00
  271 ESTREITO TO    5231.00   6068.00   7415.00   6004.00   2879.00   1448.00   1101.00    830.00    774.00   1076.00   2010.00   3954.00
  273 LAJEADO        2898.00   3552.00   3114.00   2248.00   1201.00    719.00    548.00    420.00    428.00    680.00   1626.00   2707.00
  274 S. QUEBRADA    4676.00   6103.00   5674.00   4737.00   2941.00   1717.00   1299.00   1026.00   1042.00   1457.00   2862.00   4155.00
  275 TUCURUI       11505.00  15092.00  20338.00  19765.00  10960.00   4530.00   2793.00   1913.00   1562.00   1889.00   3362.00   7103.00
  276 SANTA ISABE    5036.00   7465.00  10660.00  10904.00   6205.00   2273.00   1198.00    725.00    556.00    694.00   1284.00   2791.00
  277 CURUA-UNA       136.00    220.00    360.00    426.00    395.00    251.00    178.00    135.00    116.00    104.00     94.00    106.00
  278 MANSO           201.00    242.00    198.00    128.00     78.00     59.00     53.00     47.00     54.00     82.00    138.00    180.00
  279 SAMUEL          542.00    762.00    832.00    678.00    412.00    208.00    117.00     77.00     61.00     71.00    144.00    307.00
  280 COARACY NUN     449.00   1011.00   1544.00   1841.00   1916.00   1605.00   1170.00    785.00    438.00    245.00    182.00    208.00
  281 PONTE PEDRA      57.00     64.00     56.00     50.00     49.00     46.00     46.00     44.00     48.00     59.00     76.00     69.00
  282 OLHO DAGUA       65.00     74.00     65.00     53.00     47.00     43.00     41.00     38.00     44.00     54.00     75.00     75.00
  283 STA CLARA M     115.00     85.00     73.00     62.00     46.00     39.00     40.00     34.00     34.00     53.00    127.00    156.00
  284 14 DE JULHO     310.00    260.00    221.00    232.00    208.00    198.00    231.00    209.00    240.00    244.00    209.00    259.00
  285 JIRAU         26718.00  31195.00  34519.00  30272.00  23168.00  15515.00   9538.00   6237.00   5244.00   7372.00  12283.00  20250.00
  286 QUEBRA QUEI     105.00     81.00     77.00     73.00     70.00     57.00     50.00     43.00     49.00     71.00     74.00     87.00
  287 STO ANTONIO   27113.00  31647.00  35040.00  30741.00  23528.00  15761.00   9690.00   6336.00   5325.00   7481.00  12462.00  20544.00
  288 PIMENTAL       7635.00  13969.00  20358.00  22458.00  15766.00   6920.00   2663.00   1435.00    977.00   1002.00   1541.00   3474.00
  289 ITUMIRIM         61.00     71.00     78.00     62.00     50.00     41.00     36.00     34.00     34.00     38.00     38.00     51.00
  290 STO ANT JAR     581.00   1087.00   1394.00   1785.00   2025.00   2096.00   1446.00    957.00    572.00    302.00    229.00    313.00
  291 DARDANELOS      565.00    760.00    818.00    647.00    408.00    183.00     81.00     50.00     46.00     61.00    114.00    288.00
  292 BELO MONTE     6535.00  12369.00  13900.00  13900.00  11766.00   4920.00   1463.00    535.00    227.00    302.00    741.00   2574.00
  293 BELO MONTE     1661.00   3518.00   8408.00  12342.00   6360.00   2370.00   1273.00    913.00    737.00    689.00    758.00   1055.00
  294 SALTO           234.00    225.00    205.00    160.00    127.00    106.00     96.00     99.00    117.00    148.00    193.00    218.00
  295 JAURU            64.00     72.00     68.00     57.00     54.00     51.00     51.00     49.00     54.00     65.00     83.00     76.00
  296 GUAPORE          40.00     38.00     38.00     33.00     30.00     27.00     25.00     26.00     29.00     35.00     38.00     42.00
  297 FERREIRA GO     453.00   1021.00   1557.00   1858.00   1933.00   1619.00   1180.00    792.00    442.00    247.00    183.00    210.00
  298 STA CECILIA     160.00    160.00    160.00    119.00     96.00     85.00     75.00     63.00     73.00    100.00    160.00    160.00
  299 I. POMBOS       518.00    564.00    432.00    294.00    220.00    185.00    166.00    142.00    162.00    218.00    365.00    492.00
  300 VIGARIO           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301 BILLINGS AN      20.00     21.00     17.00     11.00      8.00      7.00      7.00      6.00     11.00     16.00     19.00     21.00
  302 PIMENTAL AR    1100.00   1600.00   6458.00   8558.00   4000.00   2000.00   1200.00    900.00    750.00    700.00    800.00    900.00
  303 FONTES           44.00     44.00     42.00     15.00     11.00      8.00      7.00      5.00      7.00     10.00     41.00     43.00
  304 SANTANA           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306 P. PASSOS       188.00    188.00    186.00    141.00    112.00     97.00     85.00     72.00     83.00    114.00    185.00    187.00
  313 ITAGUACU        211.00    253.00    222.00    166.00    126.00    100.00     88.00     77.00     88.00    124.00    194.00    224.00
  314 ITAOCARA I      611.00    655.00    529.00    346.00    245.00    207.00    182.00    155.00    176.00    238.00    409.00    548.00
  315 SANTANA         171.00    171.00    169.00    126.00    101.00     89.00     78.00     67.00     76.00    104.00    168.00    170.00
  316 VIGARIO         171.00    171.00    169.00    126.00    101.00     89.00     78.00     67.00     76.00    104.00    168.00    170.00
  317 TOCOS             0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318 HENRY BORDE      46.00     50.00     38.00     26.00     20.00     19.00     17.00     16.00     24.00     35.00     42.00     47.00
  319 BILLINGS         39.00     42.00     33.00     22.00     19.00     17.00     16.00     14.00     21.00     29.00     36.00     39.00
  320 BILLINGS_PE      20.00     22.00     17.00     11.00      8.00      8.00      7.00      6.00     11.00     16.00     20.00     22.00
